# mode   freq(cm-1)        dmu_x          dmu_y          dmu_z          |dmu|^2         legacy_x      legacy_x^2       legacy_y      legacy_y^2       legacy_z      legacy_z^2
   1      2275.83       0.000000       0.000000       0.861071     0.741443335596       0.000000     0.000000000000       0.000000     0.000000000000       0.861071     0.741443335596
   2      2263.27       0.000000       0.000000      -0.461912     0.213362736908       0.000000     0.000000000000       0.000000     0.000000000000      -0.461912     0.213362736908
   3      1693.15       0.000000       0.000000       0.000338     0.000000114387       0.000000     0.000000000000       0.000000     0.000000000000       0.000338     0.000000114387
   4      1327.24       0.000000       0.000000       0.732736     0.536901533624       0.000000     0.000000000000       0.000000     0.000000000000       0.732736     0.536901533624
   5       868.63       0.000000       0.000000       0.501104     0.251104784674       0.000000     0.000000000000       0.000000     0.000000000000       0.501104     0.251104784674
   6       811.01       0.000000       0.000000      -0.067507     0.004557156012       0.000000     0.000000000000       0.000000     0.000000000000      -0.067507     0.004557156012
   7       530.65       0.000000       0.000000       0.000162     0.000000026147       0.000000     0.000000000000       0.000000     0.000000000000       0.000162     0.000000026147
   8       432.32       0.000000       0.000000      -0.280464     0.078660091875       0.000000     0.000000000000       0.000000     0.000000000000      -0.280464     0.078660091875
   9       245.50       0.000000       0.000000       0.000306     0.000000093411       0.000000     0.000000000000       0.000000     0.000000000000       0.000306     0.000000093411
  10       213.00       0.000000       0.000000      -0.003226     0.000010405513       0.000000     0.000000000000       0.000000     0.000000000000      -0.003226     0.000010405513
  11       209.99       0.000000       0.000000      -0.000083     0.000000006966       0.000000     0.000000000000       0.000000     0.000000000000      -0.000083     0.000000006966
  12       205.00       0.000000       0.000000       0.000821     0.000000674078       0.000000     0.000000000000       0.000000     0.000000000000       0.000821     0.000000674078
  13       163.38       0.000000       0.000000       0.002129     0.000004531490       0.000000     0.000000000000       0.000000     0.000000000000       0.002129     0.000004531490
  14       142.86       0.000000       0.000000       0.245950     0.060491593081       0.000000     0.000000000000       0.000000     0.000000000000       0.245950     0.060491593081
  15       139.03       0.000000       0.000000      -0.078295     0.006130179897       0.000000     0.000000000000       0.000000     0.000000000000      -0.078295     0.006130179897
  16       116.50       0.000000       0.000000       0.080540     0.006486613758       0.000000     0.000000000000       0.000000     0.000000000000       0.080540     0.006486613758
  17       114.06       0.000000       0.000000       0.001326     0.000001757422       0.000000     0.000000000000       0.000000     0.000000000000       0.001326     0.000001757422
  18        57.08       0.000000       0.000000      -0.000707     0.000000499335       0.000000     0.000000000000       0.000000     0.000000000000      -0.000707     0.000000499335
  19        48.06       0.000000       0.000000      -0.003907     0.000015267047       0.000000     0.000000000000       0.000000     0.000000000000      -0.003907     0.000015267047
  20        22.91       0.000000       0.000000      -0.000142     0.000000020028       0.000000     0.000000000000       0.000000     0.000000000000      -0.000142     0.000000020028
  21       -30.22       0.000000       0.000000       0.000592     0.000000350468       0.000000     0.000000000000       0.000000     0.000000000000       0.000592     0.000000350468

# Summary
# NIONS  = 43
# DOF    = 21
# NFREE  = 2
# POTIM  = 0.0150
# IDIPOL = 3
# dipoles parsed = 43
