# frequency_cm-1 intensity
  824.974555 2.451085438431e-02
  825.949112 2.568912983106e-02
  826.923669 2.669724588473e-02
  827.898225 2.749337987242e-02
  828.872782 2.804008471166e-02
  829.847339 2.830693787668e-02
  830.821895 2.827284410409e-02
  831.796452 2.792777055995e-02
  832.771009 2.727374411470e-02
  833.745565 2.632501112176e-02
  834.720122 2.510734201958e-02
  835.694679 2.365654610360e-02
  836.669235 2.201633591170e-02
  837.643792 2.023573727923e-02
  838.618349 1.836627431838e-02
  839.592905 1.645916576944e-02
  840.567462 1.456275126328e-02
  841.542019 1.272032705226e-02
  842.516575 1.096851705490e-02
  843.491132 9.336244186437e-03
  844.465689 7.844306560694e-03
  845.440246 6.505509922825e-03
  846.414802 5.325266543007e-03
  847.389359 4.302544538607e-03
  848.363916 3.431040754110e-03
  849.338472 2.700453532972e-03
  850.313029 2.097746148086e-03
  851.287586 1.608313688802e-03
  852.262142 1.216992011360e-03
  853.236699 9.088734603861e-04
  854.211256 6.699176862697e-04
  855.185812 4.873651478413e-04
  856.160369 3.499748689358e-04
  857.134926 2.481166091245e-04
  858.109482 1.737513502227e-04
  859.084039 1.203338374807e-04
  860.058596 8.266797811542e-05
  861.033152 5.674131440088e-05
  862.007709 3.955953374106e-05
  862.982266 2.899680662928e-05
  863.956823 2.367314814903e-05
  864.931379 2.286621984560e-05
  865.905936 2.646204660696e-05
  866.880493 3.494686534055e-05
  867.855049 4.944047710648e-05
  868.829606 7.176970507620e-05
  869.804163 1.045785182988e-04
  870.778719 1.514687576675e-04
  871.753276 2.171619818046e-04
  872.727833 3.076686706905e-04
  873.702389 4.304460158326e-04
  874.676946 5.945201586538e-04
  875.651503 8.105436443179e-04
  876.626059 1.090754915227e-03
  877.600616 1.448804947564e-03
  878.575173 1.899417788589e-03
  879.549729 2.457857853517e-03
  880.524286 3.139188170974e-03
  881.498843 3.957320588159e-03
  882.473400 4.923880790382e-03
  883.447956 6.046936495344e-03
  884.422513 7.329664056571e-03
  885.397070 8.769053826962e-03
  886.371626 1.035477430967e-02
  887.346183 1.206832556044e-02
  888.320740 1.388261015578e-02
  889.295296 1.576203302707e-02
  890.269853 1.766320894363e-02
  891.244410 1.953630981084e-02
  892.218966 2.132702681797e-02
  893.193523 2.297906038837e-02
  894.168080 2.443699084264e-02
  895.142636 2.564933223693e-02
  896.117193 2.657153804581e-02
  897.091750 2.716871570534e-02
  898.066306 2.741782048531e-02
  899.040863 2.730913757037e-02
  900.015420 2.684692117384e-02
  900.989977 2.604913464182e-02
  901.964533 2.494631738459e-02
  902.939090 2.357968371230e-02
  903.913647 2.199862624309e-02
  904.888203 2.025784510509e-02
  905.862760 1.841434888078e-02
  906.837317 1.652457250018e-02
  907.811873 1.464183263028e-02
  908.786430 1.281429684385e-02
  909.760987 1.108358522682e-02
  910.735543 9.484059247107e-03
  911.710100 8.042789632340e-03
  912.684657 6.780138582097e-03
  913.659213 5.710846055644e-03
  914.633770 4.845477354430e-03
  915.608327 4.192070139425e-03
  916.582883 3.757812339725e-03
  917.557440 3.550586250961e-03
  918.531997 3.580226447471e-03
  919.506554 3.859358278602e-03
  920.481110 4.403708746512e-03
  921.455667 5.231812314059e-03
  922.430224 6.364071061250e-03
  923.404780 7.821172065095e-03
  924.379337 9.621914836159e-03
  925.353894 1.178055683726e-02
  926.328450 1.430384259920e-02
  927.303007 1.718793694065e-02
  928.277564 2.041552885059e-02
  929.252120 2.395340226135e-02
  930.226677 2.775077583894e-02
  931.201234 3.173869002317e-02
  932.175790 3.583066258456e-02
  933.150347 3.992474456061e-02
  934.124904 4.390699184561e-02
  935.099460 4.765623383529e-02
  936.074017 5.104988315308e-02
  937.048574 5.397040573163e-02
  938.023131 5.631197472726e-02
  938.997687 5.798677903081e-02
  939.972244 5.893045712169e-02
  940.946801 5.910618301378e-02
  941.921357 5.850703919641e-02
  942.895914 5.715646091329e-02
  943.870471 5.510671027689e-02
  944.845027 5.243551754697e-02
  945.819584 4.924118970687e-02
  946.794141 4.563661480282e-02
  947.768697 4.174267072859e-02
  948.743254 3.768157215952e-02
  949.717811 3.357065935788e-02
  950.692367 2.951705463000e-02
  951.666924 2.561349879968e-02
  952.641481 2.193554698052e-02
  953.616037 1.854016688658e-02
  954.590594 1.546565919180e-02
  955.565151 1.273272001099e-02
  956.539708 1.034639793580e-02
  957.514264 8.298664875321e-03
  958.488821 6.571319386556e-03
  959.463378 5.138967843094e-03
  960.437934 3.971874999081e-03
  961.412491 3.038532654533e-03
  962.387048 2.307854908784e-03
  963.361604 1.750963831374e-03
  964.336161 1.342575024563e-03
  965.310718 1.062025261132e-03
  966.285274 8.940028511948e-04
  967.259831 8.290459636295e-04
  968.234388 8.638664084290e-04
  969.208944 1.001538871664e-03
  970.183501 1.251571358658e-03
  971.158058 1.629845073712e-03
  972.132614 2.158384788127e-03
  973.107171 2.864897663389e-03
  974.081728 3.782003207694e-03
  975.056285 4.946073004452e-03
  976.030841 6.395608935921e-03
  977.005398 8.169114691187e-03
  977.979955 1.030245772944e-02
  978.954511 1.282577588912e-02
  979.929068 1.576005045163e-02
  980.903625 1.911353920247e-02
  981.878181 2.287833025656e-02
  982.852738 2.702733010871e-02
  983.827295 3.151202730335e-02
  984.801851 3.626136736238e-02
  985.776408 4.118202918499e-02
  986.750965 4.616030649811e-02
  987.725521 5.106567404420e-02
  988.700078 5.575596680807e-02
  989.674635 6.008393670346e-02
  990.649191 6.390479345453e-02
  991.623748 6.708420496894e-02
  992.598305 6.950614587920e-02
  993.572862 7.107995532564e-02
  994.547418 7.174600384449e-02
  995.521975 7.147947341695e-02
  996.496532 7.029191465823e-02
  997.471088 6.823044346932e-02
  998.445645 6.537465356226e-02
  999.420202 6.183152621828e-02
 1000.394758 5.772879087591e-02
 1001.369315 5.320731072005e-02
 1002.343872 4.841312454889e-02
 1003.318428 4.348976655842e-02
 1004.292985 3.857141457368e-02
 1005.267542 3.377729724107e-02
 1006.242098 2.920763937647e-02
 1007.216655 2.494126185822e-02
 1008.191212 2.103479730510e-02
 1009.165768 1.752335127516e-02
 1010.140325 1.442234194900e-02
 1011.114882 1.173019460456e-02
 1012.089439 9.431550445268e-03
 1013.063995 7.500667623319e-03
 1014.038552 5.904737450857e-03
 1015.013109 4.606901026349e-03
 1015.987665 3.568820959501e-03
 1016.962222 2.752730885164e-03
 1017.936779 2.122945373518e-03
 1018.911335 1.646860436472e-03
 1019.885892 1.295508235335e-03
 1020.860449 1.043748969809e-03
 1021.835005 8.701899201339e-04
 1022.809562 7.569187675076e-04
 1023.784119 6.891285297390e-04
 1024.758675 6.546975324561e-04
 1025.733232 6.437722265038e-04
 1026.707789 6.483852625301e-04
 1027.682345 6.621273772483e-04
 1028.656902 6.798801392183e-04
 1029.631459 6.976078151180e-04
 1030.606016 7.122005882663e-04
 1031.580572 7.213578945129e-04
 1032.555129 7.234993907739e-04
 1033.529686 7.176916049744e-04
 1034.504242 7.035801582149e-04
 1035.478799 6.813201198140e-04
 1036.453356 6.515000957086e-04
 1037.427912 6.150586514948e-04
 1038.402469 5.731942962075e-04
 1039.377026 5.272722558101e-04
 1040.351582 4.787325036578e-04
 1041.326139 4.290039523430e-04
 1042.300696 3.794294089631e-04
 1043.275252 3.312049955389e-04
 1044.249809 2.853364332511e-04
 1045.224366 2.426131016138e-04
 1046.198922 2.035993226225e-04
 1047.173479 1.686410630292e-04
 1048.148036 1.378853214893e-04
 1049.122593 1.113089374556e-04
 1050.097149 8.875343180421e-05
 1051.071706 6.996272061827e-05
 1052.046263 5.462105143485e-05
 1053.020819 4.238919259343e-05
 1053.995376 3.293765268491e-05
 1054.969933 2.597641762472e-05
 1055.944489 2.128128336265e-05
 1056.919046 1.871727024009e-05
 1057.893603 1.825979144419e-05
 1058.868159 2.001419665398e-05
 1059.842716 2.423402800106e-05
 1060.817273 3.133783430982e-05
 1061.791829 4.192373665277e-05
 1062.766386 5.678018944553e-05
 1063.740943 7.689062342761e-05
 1064.715499 1.034289966551e-04
 1065.690056 1.377428395618e-04
 1066.664613 1.813202896944e-04
 1067.639170 2.357379930567e-04
 1068.613726 3.025876974742e-04
 1069.588283 3.833809246557e-04
 1070.562840 4.794332545429e-04
 1071.537396 5.917323695998e-04
 1072.511953 7.207968691651e-04
 1073.486510 8.665356616857e-04
 1074.461066 1.028120091546e-03
 1075.435623 1.203882444631e-03
 1076.410180 1.391254718935e-03
 1077.384736 1.586760254505e-03
 1078.359293 1.786067861114e-03
 1079.333850 1.984113541858e-03
 1080.308406 2.175289100107e-03
 1081.282963 2.353690373549e-03
 1082.257520 2.513411275078e-03
 1083.232076 2.648864040092e-03
 1084.206633 2.755101868899e-03
 1085.181190 2.828118160362e-03
 1086.155747 2.865097163430e-03
 1087.130303 2.864594209857e-03
 1088.104860 2.826629464608e-03
 1089.079417 2.752686740093e-03
 1090.053973 2.645617511753e-03
 1091.028530 2.509458852794e-03
 1092.003087 2.349181584279e-03
 1092.977643 2.170390663856e-03
 1093.952200 1.979003120076e-03
 1094.926757 1.780929418471e-03
 1095.901313 1.581782111429e-03
 1096.875870 1.386631386276e-03
 1097.850427 1.199821334899e-03
 1098.824983 1.024854205555e-03
 1099.799540 8.643433579243e-04
 1100.774097 7.200298252186e-04
 1101.748653 5.928528130160e-04
 1102.723210 4.830614295651e-04
 1103.697767 3.903535107329e-04
 1104.672324 3.140274349687e-04
 1105.646880 2.531340303033e-04
 1106.621437 2.066176854166e-04
 1107.595994 1.734382062803e-04
 1108.570550 1.526674710719e-04
 1109.545107 1.435572787031e-04
 1110.519664 1.455768172916e-04
 1111.494220 1.584198603926e-04
 1112.468777 1.819831779786e-04
 1113.443334 2.163188252473e-04
 1114.417890 2.615640576578e-04
 1115.392447 3.178537026089e-04
 1116.367004 3.852209291519e-04
 1117.341560 4.634934563068e-04
 1118.316117 5.521932122275e-04
 1119.290674 6.504481246495e-04
 1120.265230 7.569248813376e-04
 1121.239787 8.697909512822e-04
 1122.214344 9.867127618952e-04
 1123.188901 1.104894639695e-03
 1124.163457 1.221160023652e-03
 1125.138014 1.332072770808e-03
 1126.112571 1.434092438131e-03
 1127.087127 1.523753677939e-03
 1128.061684 1.597856795964e-03
 1129.036241 1.653654526479e-03
 1130.010797 1.689019509382e-03
 1130.985354 1.702577978507e-03
 1131.959911 1.693797757779e-03
 1132.934467 1.663022574170e-03
 1133.909024 1.611449513851e-03
 1134.883581 1.541051623642e-03
 1135.858137 1.454452595698e-03
 1136.832694 1.354764604659e-03
 1137.807251 1.245403240551e-03
 1138.781807 1.129894817941e-03
 1139.756364 1.011691067567e-03
 1140.730921 8.940044618851e-04
 1141.705478 7.796744965885e-04
 1142.680034 6.710715723681e-04
 1143.654591 5.700411741700e-04
 1144.629148 4.778872908805e-04
 1145.603704 3.953908424335e-04
 1146.578261 3.228565508328e-04
 1147.552818 2.601803356910e-04
 1148.527374 2.069289277002e-04
 1149.501931 1.624238555783e-04
 1150.476488 1.258230748690e-04
 1151.451044 9.619503206599e-05
 1152.425601 7.258165451705e-05
 1153.400158 5.404841400397e-05
 1154.374714 3.972106789169e-05
 1155.349271 2.880983346529e-05
 1156.323828 2.062255404651e-05
 1157.298384 1.456887522071e-05
 1158.272941 1.015760844214e-05
 1159.247498 6.989382077445e-06
 1160.222055 4.746439691920e-06
 1161.196611 3.181112460826e-06
 1162.171168 2.104126999884e-06
 1163.145725 1.373557188732e-06
 1164.120281 8.849187838540e-07
 1165.094838 5.626547013742e-07
 1166.069395 3.530712547111e-07
 1167.043951 2.186576319571e-07
 1168.018508 1.336437922353e-07
 1168.993065 8.061480564948e-08
 1169.967621 4.799132081009e-08
 1170.942178 2.819632220668e-08
 1171.916735 1.634948576465e-08
 1172.891291 9.356159164922e-09
 1173.865848 5.284123725367e-09
 1174.840405 2.945304728051e-09
 1175.814961 1.620202900921e-09
 1176.789518 8.796109887046e-10
 1177.764075 4.712969940541e-10
 1178.738632 2.492210599446e-10
 1179.713188 1.300695937892e-10
 1180.687745 6.700946089616e-11
 1181.662302 3.410186260905e-11
 1182.636858 1.719983443124e-11
 1183.611415 8.724548898190e-12
 1184.585972 4.730171651418e-12
 1185.560528 3.312041194588e-12
 1186.535085 3.821970776289e-12
 1187.509642 6.622700185885e-12
 1188.484198 1.331190904535e-11
 1189.458755 2.753481113450e-11
 1190.433312 5.674621193346e-11
 1191.407868 1.156603223768e-10
 1192.382425 2.327626075475e-10
 1193.356982 4.623464122522e-10
 1194.331538 9.063859531360e-10
 1195.306095 1.753649488184e-09
 1196.280652 3.348534244343e-09
 1197.255209 6.310280527944e-09
 1198.229765 1.173611835929e-08
 1199.204322 2.154180897012e-08
 1200.178879 3.902309682831e-08
 1201.153435 6.976589397595e-08
 1202.127992 1.230967158591e-07
 1203.102549 2.143540235043e-07
 1204.077105 3.683822395542e-07
 1205.051662 6.248094629875e-07
 1206.026219 1.045871632775e-06
 1207.000775 1.727790332550e-06
 1207.975332 2.816991692491e-06
 1208.949889 4.532752054186e-06
 1209.924445 7.198139038521e-06
 1210.899002 1.128133172150e-05
 1211.873559 1.744947555150e-05
 1212.848115 2.663705812182e-05
 1213.822672 4.013026324760e-05
 1214.797229 5.966774562386e-05
 1215.771786 8.755664686166e-05
 1216.746342 1.268003590541e-04
 1217.720899 1.812315129940e-04
 1218.695456 2.556400062952e-04
 1219.670012 3.558818124040e-04
 1220.644569 4.889502115135e-04
 1221.619126 6.629875204345e-04
 1222.593682 8.872130875700e-04
 1223.568239 1.171743076799e-03
 1224.542796 1.527280206649e-03
 1225.517352 1.964657820086e-03
 1226.491909 2.494232820986e-03
 1227.466466 3.125136050663e-03
 1228.441022 3.864405918284e-03
 1229.415579 4.716050196359e-03
 1230.390136 5.680099847979e-03
 1231.364692 6.751735056229e-03
 1232.339249 7.920574523038e-03
 1233.313806 9.170221970257e-03
 1234.288363 1.047815655626e-02
 1235.262919 1.181603557346e-02
 1236.237476 1.315044863964e-02
 1237.212033 1.444412452449e-02
 1238.186589 1.565754817730e-02
 1239.161146 1.675090109675e-02
 1240.135703 1.768619826673e-02
 1241.110259 1.842946482010e-02
 1242.084816 1.895277992314e-02
 1243.059373 1.923601708915e-02
 1244.033929 1.926813011739e-02
 1245.008486 1.904787064211e-02
 1245.983043 1.858387313460e-02
 1246.957599 1.789410059774e-02
 1247.932156 1.700470255468e-02
 1248.906713 1.594838956545e-02
 1249.881269 1.476246954441e-02
 1250.855826 1.348671636316e-02
 1251.830383 1.216124854550e-02
 1252.804940 1.082458557986e-02
 1253.779496 9.512023940892e-03
 1254.754053 8.254438432039e-03
 1255.728610 7.077571968870e-03
 1256.703166 6.001833565769e-03
 1257.677723 5.042584568157e-03
 1258.652280 4.210860354653e-03
 1259.626836 3.514450519647e-03
 1260.601393 2.959245029282e-03
 1261.575950 2.550745742539e-03
 1262.550506 2.295639804245e-03
 1263.525063 2.203331221146e-03
 1264.499620 2.287327198243e-03
 1265.474176 2.566375178789e-03
 1266.448733 3.065244914471e-03
 1267.423290 3.815048674963e-03
 1268.397846 4.852994653366e-03
 1269.372403 6.221477510116e-03
 1270.346960 7.966429964309e-03
 1271.321517 1.013489404533e-02
 1272.296073 1.277182227374e-02
 1273.270630 1.591618749776e-02
 1274.245187 1.959656213583e-02
 1275.219743 2.382641651357e-02
 1276.194300 2.859947195969e-02
 1277.168857 3.388551506656e-02
 1278.143413 3.962712180059e-02
 1279.117970 4.573774172610e-02
 1280.092527 5.210154443344e-02
 1281.067083 5.857532856866e-02
 1282.041640 6.499264177424e-02
 1283.016197 7.117006811011e-02
 1283.990753 7.691542607115e-02
 1284.965310 8.203740859599e-02
 1285.939867 8.635601261053e-02
 1286.914423 8.971297488439e-02
 1287.888980 9.198137376128e-02
 1288.863537 9.307358491891e-02
 1289.838094 9.294689539358e-02
 1290.812650 9.160627388041e-02
 1291.787207 8.910404643404e-02
 1292.761764 8.553650680618e-02
 1293.736320 8.103776733430e-02
 1294.710877 7.577139759105e-02
 1295.685434 6.992057694174e-02
 1296.659990 6.367758540485e-02
 1297.634547 5.723346733659e-02
 1298.609104 5.076862846388e-02
 1299.583660 4.444498288476e-02
 1300.558217 3.840007461937e-02
 1301.532774 3.274338390051e-02
 1302.507330 2.755481756385e-02
 1303.481887 2.288519823231e-02
 1304.456444 1.875842514603e-02
 1305.431000 1.517488976108e-02
 1306.405557 1.211569335832e-02
 1307.380114 9.547226963548e-03
 1308.354671 7.425726036917e-03
 1309.329227 5.701490984007e-03
 1310.303784 4.322556217308e-03
 1311.278341 3.237683028575e-03
 1312.252897 2.398635119278e-03
 1313.227454 1.761763599597e-03
 1314.202011 1.288977167651e-03
 1315.176567 9.482024804901e-04
 1316.151124 7.134511465610e-04
 1317.125681 5.646065171906e-04
 1318.100237 4.870294866009e-04
 1319.074794 4.710618989235e-04
 1320.049351 5.114826510785e-04
 1321.023907 6.069483275177e-04
 1321.998464 7.594296695265e-04
 1322.973021 9.736391440948e-04
 1323.947577 1.256434484046e-03
 1324.922134 1.616178909529e-03
 1325.896691 2.062040878381e-03
 1326.871248 2.603224203097e-03
 1327.845804 3.248132238799e-03
 1328.820361 4.003486070245e-03
 1329.794918 4.873434172044e-03
 1330.769474 5.858707437563e-03
 1331.744031 6.955886110145e-03
 1332.718588 8.156851436018e-03
 1333.693144 9.448492687798e-03
 1334.667701 1.081272834217e-02
 1335.642258 1.222687861219e-02
 1336.616814 1.366439664947e-02
 1337.591371 1.509593041915e-02
 1338.565928 1.649065062005e-02
 1339.540484 1.781774694169e-02
 1340.515041 1.904797036388e-02
 1341.489598 2.015508735108e-02
 1342.464154 2.111711543209e-02
 1343.438711 2.191722947801e-02
 1344.413268 2.254426231534e-02
 1345.387825 2.299276817197e-02
 1346.362381 2.326266708852e-02
 1347.336938 2.335853610330e-02
 1348.311495 2.328865208363e-02
 1349.286051 2.306391602897e-02
 1350.260608 2.269679608164e-02
 1351.235165 2.220041556928e-02
 1352.209721 2.158788516523e-02
 1353.184278 2.087193911554e-02
 1354.158835 2.006489052844e-02
 1355.133391 1.917887665450e-02
 1356.107948 1.822632809349e-02
 1357.082505 1.722057062918e-02
 1358.057061 1.617645739981e-02
 1359.031618 1.511093237662e-02
 1360.006175 1.404344138890e-02
 1360.980731 1.299613026026e-02
 1361.955288 1.199379624507e-02
 1362.929845 1.106358425257e-02
 1363.904402 1.023443970137e-02
 1364.878958 9.536343263415e-03
 1365.853515 8.999359119364e-03
 1366.828072 8.652529286035e-03
 1367.802628 8.522644973047e-03
 1368.777185 8.632925170667e-03
 1369.751742 9.001635815579e-03
 1370.726298 9.640691849086e-03
 1371.700855 1.055429949355e-02
 1372.675412 1.173771539982e-02
 1373.649968 1.317621943093e-02
 1374.624525 1.484441394263e-02
 1375.599082 1.670596926368e-02
 1376.573638 1.871392801313e-02
 1377.548195 2.081165686216e-02
 1378.522752 2.293449272751e-02
 1379.497308 2.501207345624e-02
 1380.471865 2.697127602573e-02
 1381.446422 2.873961574620e-02
 1382.420979 3.024889695010e-02
 1383.395535 3.143885833183e-02
 1384.370092 3.226053228100e-02
 1385.344649 3.267904239075e-02
 1386.319205 3.267559834134e-02
 1387.293762 3.224851000987e-02
 1388.268319 3.141312652060e-02
 1389.242875 3.020070156943e-02
 1390.217432 2.865628255819e-02
 1391.191989 2.683580657643e-02
 1392.166545 2.480265129542e-02
 1393.141102 2.262392647756e-02
 1394.115659 2.036679888545e-02
 1395.090215 1.809512074760e-02
 1396.064772 1.586658412747e-02
 1397.039329 1.373055787392e-02
 1398.013885 1.172668920809e-02
 1398.988442 9.884277556583e-03
 1399.962999 8.222362083009e-03
 1400.937556 6.750412627085e-03
 1401.912112 5.469480015338e-03
 1402.886669 4.373646882492e-03
 1403.861226 3.451622774892e-03
 1404.835782 2.688344122904e-03
 1405.810339 2.066466314739e-03
 1406.784896 1.567666900852e-03
 1407.759452 1.173711559893e-03
 1408.734009 8.672643323879e-04
 1409.708566 6.324483290970e-04
 1410.683122 4.551813468527e-04
 1411.657679 3.233223153903e-04
 1412.632236 2.266698133378e-04
 1413.606792 1.568541323193e-04
 1414.581349 1.071609035949e-04
 1415.555906 7.231852839355e-05
 1416.530462 4.827481972255e-05
 1417.505019 3.198136383994e-05
 1418.479576 2.119784030315e-05
 1419.454133 1.432330772472e-05
 1420.428689 1.025742771008e-05
 1421.403246 8.291733090775e-06
 1422.377803 8.029193986415e-06
 1423.352359 9.329273288337e-06
 1424.326916 1.227514632909e-05
 1425.301473 1.715955385441e-05
 1426.276029 2.448566344301e-05
 1427.250586 3.497918125176e-05
 1428.225143 4.960768902669e-05
 1429.199699 6.960274705615e-05
 1430.174256 9.647973040280e-05
 1431.148813 1.320497415743e-04
 1432.123369 1.784174097902e-04
 1433.097926 2.379581287192e-04
 1434.072483 3.132685063104e-04
 1435.047039 4.070847012345e-04
 1436.021596 5.221650584217e-04
 1436.996153 6.611361090528e-04
 1437.970710 8.263045285682e-04
 1438.945266 1.019441864307e-03
 1439.919823 1.241553408929e-03
 1440.894380 1.492647017450e-03
 1441.868936 1.771521348852e-03
 1442.843493 2.075595323561e-03
 1443.818050 2.400800942745e-03
 1444.792606 2.741559583727e-03
 1445.767163 3.090857285428e-03
 1446.741720 3.440427507120e-03
 1447.716276 3.781040874245e-03
 1448.690833 4.102891340894e-03
 1449.665390 4.396058078957e-03
 1450.639946 4.651013455175e-03
 1451.614503 4.859140849344e-03
 1452.589060 5.013222760806e-03
 1453.563616 5.107860243434e-03
 1454.538173 5.139789327902e-03
 1455.512730 5.108068348468e-03
 1456.487287 5.014121129470e-03
 1457.461843 4.861633579572e-03
 1458.436400 4.656313968164e-03
 1459.410957 4.405538596981e-03
 1460.385513 4.117913503896e-03
 1461.360070 3.802788372579e-03
 1462.334627 3.469760554327e-03
 1463.309183 3.128205105365e-03
 1464.283740 2.786861515107e-03
 1465.258297 2.453500198575e-03
 1466.232853 2.134682897179e-03
 1467.207410 1.835621966779e-03
 1468.181967 1.560135120354e-03
 1469.156523 1.310685314172e-03
 1470.131080 1.088490624689e-03
 1471.105637 8.936863690483e-04
 1472.080193 7.255213185201e-04
 1473.054750 5.825713758304e-04
 1474.029307 4.629571334413e-04
 1475.003864 3.645558415438e-04
 1475.978420 2.852030389992e-04
 1476.952977 2.228840352473e-04
 1477.927534 1.759202422945e-04
 1478.902090 1.431597703375e-04
 1479.876647 1.241854770469e-04
 1480.851204 1.195565454925e-04
 1481.825760 1.311013453504e-04
 1482.800317 1.622793921455e-04
 1483.774874 2.186281265428e-04
 1484.749430 3.083053540672e-04
 1485.723987 4.427298398329e-04
 1486.698544 6.373101467308e-04
 1487.673100 9.122349955027e-04
 1488.647657 1.293277338270e-03
 1489.622214 1.812539808286e-03
 1490.596770 2.509042996554e-03
 1491.571327 3.429032932235e-03
 1492.545884 4.625864092840e-03
 1493.520441 6.159303987842e-03
 1494.494997 8.094110005663e-03
 1495.469554 1.049775366159e-02
 1496.444111 1.343721529991e-02
 1497.418667 1.697484511563e-02
 1498.393224 2.116338227061e-02
 1499.367781 2.604033712229e-02
 1500.342337 3.162206216675e-02
 1501.316894 3.789795139679e-02
 1502.291451 4.482529890806e-02
 1503.266007 5.232539855847e-02
 1504.240564 6.028146192206e-02
 1505.215121 6.853886092819e-02
 1506.189677 7.690806092033e-02
 1507.164234 8.517040502278e-02
 1508.138791 9.308665713831e-02
 1509.113347 1.004079331393e-01
 1510.087904 1.068883790228e-01
 1511.062461 1.122987249512e-01
 1512.037018 1.164396872338e-01
 1513.011574 1.191541315868e-01
 1513.986131 1.203369644461e-01
 1514.960688 1.199418847142e-01
 1515.935244 1.179843913166e-01
 1516.909801 1.145407742511e-01
 1517.884358 1.097431806819e-01
 1518.858914 1.037712008693e-01
 1519.833471 9.684072062738e-02
 1520.808028 8.919100409199e-02
 1521.782584 8.107108108451e-02
 1522.757141 7.272650984995e-02
 1523.731698 6.438747566478e-02
 1524.706254 5.625898879875e-02
 1525.680811 4.851369076805e-02
 1526.655368 4.128749936633e-02
 1527.629924 3.467805372562e-02
 1528.604481 2.874568888611e-02
 1529.579038 2.351649524533e-02
 1530.553595 1.898691235939e-02
 1531.528151 1.512926976161e-02
 1532.502708 1.189771231908e-02
 1533.477265 9.234020755432e-03
 1534.451821 7.072942702369e-03
 1535.426378 5.346768880339e-03
 1536.400935 3.989007404489e-03
 1537.375491 2.937114764457e-03
 1538.350048 2.134326863672e-03
 1539.324605 1.530693929761e-03
 1540.299161 1.083459077226e-03
 1541.273718 7.569345344601e-04
 1542.248275 5.220264885002e-04
 1543.222831 3.555443437944e-04
 1544.197388 2.394080515387e-04
 1545.171945 1.598425077857e-04
 1546.146501 1.066243294658e-04
 1547.121058 7.242600591253e-05
 1548.095615 5.228687812108e-05
 1549.070172 4.323014498046e-05
 1550.044728 4.403999018305e-05
 1551.019285 5.521232572260e-05
 1551.993842 7.909555238839e-05
 1552.968398 1.202428424760e-04
 1553.942955 1.860031710589e-04
 1554.917512 2.873827747301e-04
 1555.892068 4.402096969033e-04
 1556.866625 6.666290895408e-04
 1557.841182 9.969433083776e-04
 1558.815738 1.471785959771e-03
 1559.790295 2.144580810981e-03
 1560.764852 3.084183795042e-03
 1561.739408 4.377539913738e-03
 1562.713965 6.132109851150e-03
 1563.688522 8.477739882756e-03
 1564.663078 1.156757304043e-02
 1565.637635 1.557754270745e-02
 1566.612192 2.070396770490e-02
 1567.586749 2.715879731523e-02
 1568.561305 3.516215094297e-02
 1569.535862 4.493197104222e-02
 1570.510419 5.667086234814e-02
 1571.484975 7.055051692494e-02
 1572.459532 8.669450117006e-02
 1573.434089 1.051605716313e-01
 1574.408645 1.259240427176e-01
 1575.383202 1.488639942648e-01
 1576.357759 1.737542221497e-01
 1577.332315 2.002607497295e-01
 1578.306872 2.279473977713e-01
 1579.281429 2.562903475738e-01
 1580.255985 2.847018504702e-01
 1581.230542 3.125622961549e-01
 1582.205099 3.392588440131e-01
 1583.179655 3.642278618117e-01
 1584.154212 3.869976317295e-01
 1585.128769 4.072272961143e-01
 1586.103326 4.247379223041e-01
 1587.077882 4.395319251040e-01
 1588.052439 4.517979027005e-01
 1589.026996 4.618991647835e-01
 1590.001552 4.703457526647e-01
 1590.976109 4.777514170123e-01
 1591.950666 4.847786477317e-01
 1592.925222 4.920762540106e-01
 1593.899779 5.002149988425e-01
 1594.874336 5.096272685642e-01
 1595.848892 5.205566278883e-01
 1596.823449 5.330223661459e-01
 1597.798006 5.468028430853e-01
 1598.772562 5.614397194738e-01
 1599.747119 5.762631866951e-01
 1600.721676 5.904362990592e-01
 1601.696232 6.030146778175e-01
 1602.670789 6.130163935521e-01
 1603.645346 6.194958987100e-01
 1604.619903 6.216155697818e-01
 1605.594459 6.187087533535e-01
 1606.569016 6.103291433354e-01
 1607.543573 5.962827331745e-01
 1608.518129 5.766403206614e-01
 1609.492686 5.517303979529e-01
 1610.467243 5.221140342091e-01
 1611.441799 4.885448704737e-01
 1612.416356 4.519184541274e-01
 1613.390913 4.132157565708e-01
 1614.365469 3.734458179550e-01
 1615.340026 3.335920822555e-01
 1616.314583 2.945662110086e-01
 1617.289139 2.571721161446e-01
 1618.263696 2.220817697894e-01
 1619.238253 1.898231677353e-01
 1620.212809 1.607797609828e-01
 1621.187366 1.351998134654e-01
 1622.161923 1.132135443689e-01
 1623.136480 9.485558417277e-02
 1624.111036 8.009019647549e-02
 1625.085593 6.883685108548e-02
 1626.060150 6.099402277267e-02
 1627.034706 5.645947662205e-02
 1628.009263 5.514573319504e-02
 1628.983820 5.698984493357e-02
 1629.958376 6.195703476839e-02
 1630.932933 7.003813878127e-02
 1631.907490 8.124115855800e-02
 1632.882046 9.557757326239e-02
 1633.856603 1.130443940363e-01
 1634.831160 1.336032654648e-01
 1635.805716 1.571582210595e-01
